plant,customer,distance,locations
plant_10,customer_183,1228.57,"[-101.556273, 33.621196]"
plant_10,customer_185,857.22,"[-94.201025, 32.425089]"
plant_10,customer_191,985.82,"[-97.050624, 32.339706]"
plant_10,customer_193,440.09,"[-87.850058, 32.914681]"
plant_10,customer_194,421.5,"[-88.478646, 36.248479]"
plant_10,customer_195,393.76,"[-79.467811, 40.371319]"
plant_10,customer_196,441.38,"[-88.931807, 36.035077]"
plant_10,customer_202,1097.31,"[-99.164474, 34.392414]"
plant_10,customer_206,885.69,"[-95.552292, 32.872611]"
plant_10,customer_207,712.45,"[-91.562084, 32.825533]"
plant_10,customer_211,1269.47,"[-101.658174, 32.624494]"
plant_10,customer_216,431.99,"[-80.622259, 40.646771]"
plant_10,customer_217,1144.0,"[-99.905346, 32.622764]"
plant_10,customer_218,595.71,"[-90.235788, 33.466932]"
plant_10,customer_220,1392.54,"[-103.506459, 33.512406]"
plant_10,customer_221,551.98,"[-89.19509, 32.136275]"
plant_10,customer_223,643.2,"[-90.262907, 32.765704]"
plant_10,customer_227,582.52,"[-89.766549, 34.070688]"
plant_10,customer_231,319.21,"[-78.252587, 39.035022]"
plant_10,customer_235,1004.15,"[-97.523495, 32.917792]"
plant_10,customer_241,715.67,"[-91.797593, 32.182866]"
plant_10,customer_246,487.43,"[-88.609779, 33.324347]"
plant_10,customer_247,374.14,"[-79.714641, 40.14654]"
plant_10,customer_248,837.33,"[-94.719732, 32.824375]"
